jh	ny	scts	‘¬≤˙”Õ£®∂÷£©	‘¬≤˙ÀÆ(∂÷)	‘¬≤˙∆¯(ÕÚ∑Ω)	¿€≤˙”Õ(ÕÚ∂÷)	¿€≤˙ÀÆ(ÕÚ∂÷)	¿€≤˙∆¯(ÕÚ∑Ω)	Ã◊—π	”Õ—π	æ≤—π	¡˜—π
”¢13-1-B4	201308	31.00	75.06	16.52	1.5107 	0.0654	0.0063	0.00098500	0.42	0.00	0.00	0.00
”¢13-1-B5	201308	0.00	0.00	0.00	0.0000 	0.0825	0.0040	0.00093800	0.00	0.00	0.00	0.00
”¢13-1-B6	201308	5.00	74.92	2.75	0.9534 	0.1052	0.0047	0.00124100	0.40	0.00	0.00	0.00
”¢13-2-A6	201308	31.00	145.08	3.73	0.5507 	0.0458	0.0028	0.00015900	0.38	0.00	0.00	0.00
”¢13-6-A5	201308	31.00	153.13	10.50	2.8726 	0.0290	0.0031	0.00041600	1.36	0.00	0.00	0.00
”¢15-2	201308	0.00	0.00	0.00	0.0000 	0.0002	0.0001	0.00000100	0.00	0.00	0.00	0.00
”¢19-1	201308	30.75	72.15	87.47	2.6798 	0.0234	0.0273	0.00093300	0.40	0.00	0.00	0.00
”¢3-2-B1	201308	28.71	273.36	22.90	5.3064 	0.0300	0.0030	0.00057000	1.15	0.00	0.00	0.00
”¢3-2-B2	201308	30.71	460.85	33.89	5.3840 	0.0489	0.0041	0.00057900	1.29	0.00	0.00	0.00
”¢3-2-B3	201308	22.50	357.96	25.46	4.3008 	0.0387	0.0033	0.00047200	1.14	0.00	0.00	0.00
”¢3-2-B5	201308	30.67	289.28	19.40	4.6200 	0.0289	0.0019	0.00046200	1.03	0.00	0.00	0.00
”¢3-2-B6	201308	3.73	1.08	0.32	2.3966 	0.0023	0.0006	0.00029100	8.00	1.67	0.00	0.00
”¢3-3-B5	201308	0.00	0.00	0.00	0.0000 	0.0045	0.0007	0.00134100	0.00	0.00	0.00	0.00
”¢3-3-B6	201308	0.00	0.00	0.00	0.0000 	0.0470	0.0018	0.00317200	0.00	0.00	0.00	0.00
”¢3-4-A5	201308	31.00	272.42	7.08	4.6344 	0.0354	0.0017	0.00064100	1.05	0.00	0.00	0.00
”¢3-4-A6	201308	0.00	0.00	0.00	0.0000 	0.0000	0.0000	0.00000000	0.00	0.00	0.00	0.00
”¢3-4-B1	201308	30.25	314.99	7.38	6.1185 	0.0541	0.0015	0.00080000	1.03	0.00	0.00	0.00
”¢3-4-B2	201308	25.58	300.61	39.07	6.4399 	0.0382	0.0050	0.00075700	1.42	0.00	0.00	0.00
”¢3-4-B3	201308	30.79	433.74	32.97	5.6848 	0.0624	0.0048	0.00084900	1.34	0.00	0.00	0.00
”¢3-4-B4	201308	31.00	388.73	14.44	3.9804 	0.0533	0.0023	0.00055200	1.03	0.00	0.00	0.00
”¢3-8-A5	201308	31.00	295.09	34.92	4.3110 	0.0314	0.0039	0.00048100	1.10	0.00	0.00	0.00
”¢31-4-A6	201308	3.63	26.53	9.59	0.3066 	0.0027	0.0010	0.00003100	1.45	0.00	0.00	0.00
”¢31-4-B1	201308	3.63	62.23	4.26	0.5665 	0.0062	0.0004	0.00005700	1.60	0.00	0.00	0.00
”¢31-4-B2	201308	3.17	17.64	6.99	0.2999 	0.0018	0.0007	0.00003000	1.65	0.00	0.00	0.00
”¢31-4-B4	201308	3.63	35.14	4.22	0.3590 	0.0035	0.0004	0.00003600	1.67	0.00	0.00	0.00
”¢31-6-A5	201308	29.63	133.07	9.72	3.0339 	0.0133	0.0010	0.00030300	1.08	0.00	0.00	0.00
”¢31-6-B1	201308	29.00	422.01	15.86	4.1196 	0.0422	0.0016	0.00041200	2.89	1.44	0.00	0.00
”¢5-1-B2	201308	0.00	0.00	0.00	0.0000 	0.0003	0.0125	0.00014300	0.00	0.00	0.00	0.00
”¢5-1-B3	201308	0.00	0.00	0.00	0.0000 	0.0614	0.0015	0.00043200	0.00	0.00	0.00	0.00
”¢5-1-B5	201308	0.00	0.00	0.00	0.0000 	0.0602	0.0025	0.00089600	0.00	0.00	0.00	0.00
”¢5-1-B6	201308	0.00	0.00	0.00	0.0000 	0.0582	0.0030	0.00095200	0.00	0.00	0.00	0.00
”¢5-3-B5	201308	6.00	2.07	0.05	0.2152 	0.0025	0.0000	0.00019900	1.65	0.00	0.00	0.00
”¢5-3-B6	201308	0.00	0.00	0.00	0.0000 	0.0000	0.0000	0.00000000	0.00	0.00	0.00	0.00
”¢5-4-A5	201308	12.42	85.74	15.04	2.5462 	0.0086	0.0015	0.00025500	0.99	0.00	0.00	0.00
”¢5-4-A6	201308	11.71	76.65	17.73	6.0922 	0.0077	0.0018	0.00060900	3.22	0.00	0.00	0.00
”¢5-4-B1	201308	14.58	155.56	34.58	1.6203 	0.0156	0.0035	0.00016200	0.99	0.00	0.00	0.00
”¢5-4-B2	201308	14.90	182.52	21.18	1.8565 	0.0183	0.0021	0.00018600	1.03	0.00	0.00	0.00
”¢5-4-B3	201308	14.08	156.50	30.00	2.0482 	0.0157	0.0030	0.00020500	0.98	0.00	0.00	0.00
”¢5-4-B4	201308	15.33	140.07	43.98	1.9245 	0.0140	0.0044	0.00019200	0.99	0.00	0.00	0.00
”¢5-5-B6	201308	31.00	80.32	8.78	3.4480 	0.0121	0.0013	0.00063600	1.27	0.00	0.00	0.00
”¢5-6-A3	201308	19.63	257.59	15.72	2.0616 	0.0258	0.0016	0.00020600	3.24	1.68	0.00	0.00
”¢5-6-A5	201308	13.85	87.10	8.30	9.7230 	0.0087	0.0008	0.00097200	4.71	2.44	0.00	0.00
”¢5-6-B1	201308	17.29	319.48	27.27	2.7064 	0.0319	0.0027	0.00027100	2.44	2.11	0.00	0.00
”¢5-6-B2	201308	19.56	436.95	72.09	3.9816 	0.0437	0.0072	0.00039800	2.33	2.00	0.00	0.00
”¢5-8-A3	201308	31.00	748.92	38.71	6.4169 	0.2725	0.0138	0.00128800	5.09	1.74	0.00	0.00
”¢5-8-A4	201308	0.00	0.00	0.00	0.0000 	0.1122	0.0416	0.00126800	0.00	0.00	0.00	0.00
”¢7-1-B3	201308	30.79	311.77	20.63	5.2374 	0.1588	0.0052	0.00268600	1.02	0.00	0.00	0.00
”¢7-1-B5	201308	29.96	352.83	9.37	4.9758 	0.1521	0.0030	0.00237700	1.02	0.00	0.00	0.00
”¢7-1-B6	201308	30.96	174.63	5.88	13.6452 	0.1361	0.0033	0.00635700	1.21	0.00	0.00	0.00
”¢7-2-B2	201308	4.71	105.63	11.78	0.7509 	0.0106	0.0012	0.00007500	2.46	1.30	0.00	0.00
”¢7-2-B4	201308	4.29	49.48	10.29	0.6157 	0.0049	0.0010	0.00006200	3.12	0.00	0.00	0.00
”¢7-2-B5	201308	4.71	58.47	15.86	0.6181 	0.0058	0.0016	0.00006200	1.83	0.00	0.00	0.00
”¢7-3-B5	201308	16.38	72.02	3.29	8.8640 	0.0116	0.0008	0.00119700	1.12	0.00	0.00	0.00
”¢7-3-B6	201308	16.38	68.83	7.66	6.3515 	0.0114	0.0017	0.00077800	3.36	2.09	0.00	0.00
”¢7-6-A3	201308	31.00	426.54	15.23	5.2512 	0.0900	0.0034	0.00124200	1.08	0.00	0.00	0.00
”¢7-6-A4	201308	0.00	0.00	0.00	0.0000 	0.0026	0.0005	0.00004500	0.00	0.00	0.00	0.00
”¢7-6-A5	201308	29.79	217.58	20.18	4.0484 	0.0564	0.0045	0.00102500	1.22	0.00	0.00	0.00
”¢7-6-B1	201308	28.65	560.41	23.85	5.1685 	0.1444	0.0083	0.00120500	1.14	0.00	0.00	0.00
”¢7-6-B2	201308	27.92	348.43	38.76	3.8669 	0.1050	0.0078	0.00092300	1.07	0.00	0.00	0.00
”¢7-6-B3	201308	27.50	521.20	29.14	4.7102 	0.0603	0.0038	0.00101000	1.00	0.00	0.00	0.00
”¢7-8-A4	201308	30.75	201.42	5.80	2.4099 	0.0977	0.0045	0.00131300	0.37	0.00	0.00	0.00
”¢9-1-B3	201308	26.96	182.58	139.45	3.4253 	0.0688	0.0382	0.00120200	1.07	0.00	0.00	0.00
”¢9-1-B4	201308	21.00	156.97	3.81	2.7610 	0.0902	0.0029	0.00115700	1.10	0.00	0.00	0.00
”¢9-1-B5	201308	8.50	41.19	1.00	1.7100 	0.0552	0.0023	0.00116700	1.20	0.00	0.00	0.00
”¢9-1-B6	201308	0.00	0.00	0.00	0.0000 	0.0419	0.0055	0.00086100	0.00	0.00	0.00	0.00
”¢9-2-A6	201308	29.85	126.07	22.07	2.6018 	0.0674	0.0039	0.00093900	0.50	0.00	0.00	0.00
”¢9-2-B2	201308	28.67	408.15	48.55	3.2036 	0.1100	0.0084	0.00105100	0.52	0.00	0.00	0.00
”¢9-2-B3	201308	30.77	273.83	14.57	2.8772 	0.0860	0.0054	0.00093500	0.51	0.00	0.00	0.00
”¢9-2-B4	201308	28.90	270.00	30.29	3.4768 	0.0977	0.0056	0.00119400	0.92	0.00	0.00	0.00
”¢9-2-B5	201308	30.85	305.89	7.35	3.1899 	0.1050	0.0034	0.00097400	0.50	0.00	0.00	0.00
”¢9-3-B5	201308	28.06	24.78	0.69	1.9701 	0.0120	0.0007	0.00130100	0.40	0.00	0.00	0.00
”¢9-3-B6	201308	24.48	91.19	2.72	2.2897 	0.0556	0.0016	0.00180100	0.61	0.00	0.00	0.00
”¢∂´102	201308	14.88	98.01	16.42	0.8364 	0.2533	0.0250	0.00094100	1.00	0.00	0.00	0.00
”¢∂´104	201308	0.00	0.00	0.00	0.0000 	0.0069	0.0200	0.00061500	0.00	0.00	0.00	0.00
”¢∂´105	201308	24.00	428.21	45.97	3.9871 	0.5459	0.0265	0.00553600	5.68	2.20	0.00	0.00
”¢∂´107	201308	0.00	0.00	0.00	0.0000 	0.0675	0.0102	0.00054600	0.00	0.00	0.00	0.00
”¢∂´108	201308	29.38	633.35	63.84	29.7468 	0.1157	0.0417	0.00388000	5.62	2.52	0.00	0.00
”¢∂´113	201308	31.00	150.37	7.01	3.1960 	0.0388	0.0072	0.00099000	0.50	0.00	0.00	0.00
”¢∂´114	201308	18.67	2.99	17.26	0.4469 	0.0110	0.0440	0.00111000	0.32	0.00	0.00	0.00
”¢∂´116	201308	0.00	0.00	0.00	0.0000 	0.0758	0.0065	0.00104200	0.00	0.00	0.00	0.00
”¢∂´117	201308	16.69	102.75	16.18	2.2947 	0.1138	0.0069	0.00175100	1.58	0.00	0.00	0.00
”¢∂´119	201308	30.92	683.19	64.05	5.9115 	0.0853	0.0081	0.00072700	0.46	0.00	0.00	0.00
”¢ ‘1-1	201308	31.00	35.23	92.04	3.5030 	0.1096	0.0561	0.00527300	0.77	0.00	0.00	0.00
”¢ ‘1-2	201308	31.00	166.37	17.87	3.3480 	0.3011	0.0405	0.00880000	0.77	0.00	0.00	0.00
”¢ ‘1-3	201308	31.00	202.51	38.36	3.1620 	0.4551	0.0365	0.00696700	0.76	0.00	0.00	0.00
”¢ ‘1-4	201308	31.00	52.68	91.21	3.2910 	0.4638	0.1267	0.00740900	0.77	0.00	0.00	0.00
”¢ ‘11-1	201308	0.00	0.00	0.00	0.0000 	0.4738	0.0132	0.00508500	0.00	0.00	0.00	0.00
”¢ ‘12-1	201308	31.00	321.05	21.69	5.8884 	0.2529	0.0133	0.00346600	1.05	0.00	0.00	0.00
”¢ ‘13-1	201308	30.79	367.14	11.03	4.8738 	0.2886	0.0110	0.00571000	1.14	0.00	0.00	0.00
”¢ ‘14-1	201308	0.00	0.00	0.00	0.0000 	0.0163	0.0073	0.00602700	0.00	0.00	0.00	0.00
”¢ ‘15-1	201308	26.92	277.22	14.93	3.6082 	0.1303	0.0103	0.00686200	1.03	0.00	0.00	0.00
”¢ ‘2-1	201308	0.00	0.00	0.00	0.0000 	0.1143	0.0199	0.00421100	0.00	0.00	0.00	0.00
”¢ ‘2-2	201308	9.33	4.41	2.17	4.3543 	0.0178	0.0087	0.00286500	1.18	0.00	0.00	0.00
”¢ ‘2-3	201308	0.00	0.00	0.00	0.0000 	0.0045	0.0050	0.00283000	0.00	0.00	0.00	0.00
”¢ ‘2-4	201308	30.63	511.26	87.15	5.3405 	0.4205	0.0371	0.00997400	1.39	0.00	0.00	0.00
”¢ ‘2-5	201308	0.00	0.00	0.00	0.0000 	0.0131	0.0046	0.00407300	0.00	0.00	0.00	0.00
”¢ ‘3-1	201308	0.00	0.00	0.00	0.0000 	0.0048	0.0000	0.00211000	0.00	0.00	0.00	0.00
”¢ ‘4-3	201308	13.58	107.32	33.15	1.3694 	0.4084	0.1803	0.00489900	0.69	0.00	0.00	0.00
”¢ ‘6-1	201308	0.00	0.00	0.00	0.0000 	0.0034	0.0265	0.00006000	0.00	0.00	0.00	0.00
”¢ ‘8-1	201308	0.00	0.00	0.00	0.0000 	0.4139	0.0147	0.00771000	0.00	0.00	0.00	0.00
”¢ ‘9-1	201308	31.00	369.62	20.76	13.6095 	0.4671	0.0213	0.03060800	1.68	0.00	0.00	0.00
…∞37	201309	29.83	178.11	6.57	2.3680	0.2070 	0.0638 	0.0099 	0.80	0.00	0.00	0.00
…∞41	201309	12.00	1.23	2.21	0.0408	0.0010 	0.0205 	0.0002 	0.30	0.00	0.00	0.00
…∞49	201309	3.92	1.12	1.35	0.1072	0.0001 	0.0001 	0.0000 	2.17	0.00	0.00	0.00
”¢1-2-B1	201309	29.88	325.67	12.00	3.6812	0.0939 	0.0071 	0.0008 	1.35	0.00	0.00	0.00
”¢1-2-B2	201309	29.88	358.29	18.51	3.4556	0.0855 	0.0059 	0.0008 	1.23	0.00	0.00	0.00
”¢1-2-B3	201309	29.88	344.64	12.61	4.2821	0.1009 	0.0045 	0.0012 	1.51	0.00	0.00	0.00
”¢1-2-B4	201309	0.00	0.00	0.00	0.0000	0.0297 	0.0016 	0.0016 	0.00	0.00	0.00	0.00
”¢1-2-B5	201309	13.00	55.78	2.25	1.4865	0.0257 	0.0022 	0.0005 	0.63	0.00	0.00	0.00
”¢1-4-A5	201309	1.58	10.51	3.12	0.1531	0.0011 	0.0003 	0.0000 	1.10	0.00	0.00	0.00
”¢1-4-B1	201309	1.13	10.32	3.06	0.1036	0.0010 	0.0003 	0.0000 	1.10	0.00	0.00	0.00
”¢1-4-B2	201309	1.13	9.67	2.87	0.1260	0.0010 	0.0003 	0.0000 	1.10	0.00	0.00	0.00
”¢1-4-B3	201309	1.13	12.32	3.66	0.1069	0.0012 	0.0004 	0.0000 	1.10	0.00	0.00	0.00
”¢1-4-B4	201309	1.13	10.33	3.07	0.1026	0.0010 	0.0003 	0.0000 	1.10	0.00	0.00	0.00
”¢1-6-A3	201309	6.63	99.54	3.67	1.0767	0.1018 	0.0058 	0.0011 	4.19	0.00	0.00	0.00
”¢1-6-A4	201309	6.63	15.69	0.58	0.4905	0.0087 	0.0008 	0.0011 	0.93	0.00	0.00	0.00
”¢1-6-A5	201309	1.88	0.00	0.00	0.0000	0.0001 	0.0002 	0.0006 	0.00	0.00	0.00	0.00
”¢1-6-B1	201309	5.17	51.88	1.91	0.7175	0.0052 	0.0002 	0.0001 	1.06	0.00	0.00	0.00
”¢1-6-B2	201309	30.00	226.35	8.46	3.7136	0.0730 	0.0043 	0.0011 	4.02	1.30	0.00	0.00
”¢1-6-B3	201309	29.38	287.63	11.45	4.2047	0.1222 	0.0041 	0.0017 	4.93	1.52	0.00	0.00
”¢11-1-B5	201309	25.54	134.61	6.08	1.8150	0.0413 	0.0018 	0.0006 	1.18	0.00	0.00	0.00
”¢11-1-B6	201309	29.92	217.29	19.56	3.9732	0.0497 	0.0052 	0.0011 	1.14	0.00	0.00	0.00
”¢11-2	201309	27.94	125.22	5.46	1.9173	0.0901 	0.0062 	0.0016 	1.05	0.00	0.00	0.00
”¢11-2-B4	201309	16.94	39.69	1.03	1.5085	0.0337 	0.0014 	0.0013 	1.03	0.00	0.00	0.00
”¢11-3-B6	201309	30.00	514.57	24.68	3.9388	0.0800 	0.0049 	0.0007 	8.54	1.42	0.00	0.00
”¢11-4-A5	201309	29.88	266.02	27.51	7.4019	0.0361 	0.0047 	0.0009 	1.15	0.00	0.00	0.00
”¢11-4-A6	201309	13.92	25.12	0.94	1.5030	0.0049 	0.0008 	0.0003 	1.00	0.00	0.00	0.00
”¢11-4-B1	201309	12.85	145.21	7.15	1.2465	0.0288 	0.0029 	0.0002 	1.72	0.00	0.00	0.00
”¢11-4-B4	201309	13.92	70.08	8.17	1.4399	0.0188 	0.0055 	0.0003 	1.38	0.00	0.00	0.00
”¢11-6-A1	201309	29.92	404.90	22.77	3.2330	0.2177 	0.0076 	0.0018 	1.63	0.00	0.00	0.00
”¢11-6-A4	201309	0.00	0.00	0.00	0.0000	0.1803 	0.0045 	0.0016 	0.00	0.00	0.00	0.00
”¢11-6-A6	201309	29.75	297.02	20.84	2.4752	0.1802 	0.0053 	0.0018 	1.84	0.00	0.00	0.00
”¢11-8	201309	29.92	248.64	14.36	3.0984	0.0383 	0.0039 	0.0004 	1.29	0.00	0.00	0.00
”¢13-1-B4	201309	29.92	82.56	10.32	0.5665	0.0737 	0.0073 	0.0010 	0.86	0.00	0.00	0.00
”¢13-2-A6	201309	7.04	30.72	0.74	0.3064	0.0489 	0.0029 	0.0002 	0.33	0.00	0.00	0.00
”¢13-3-B6	201309	23.71	132.26	14.07	1.7549	0.0132 	0.0014 	0.0002 	2.70	0.00	0.00	0.00
”¢13-6-A5	201309	28.13	65.99	13.93	2.1674	0.0356 	0.0045 	0.0006 	1.17	0.00	0.00	0.00
”¢15-2	201309	3.00	1.28	0.17	0.0200	0.0003 	0.0001 	0.0000 	0.25	0.00	0.00	0.00
”¢19-1	201309	29.88	62.13	48.04	1.1290	0.0296 	0.0321 	0.0010 	0.42	0.00	0.00	0.00
”¢3-2-B1	201309	26.54	294.19	14.67	3.5564	0.0594 	0.0045 	0.0009 	1.05	0.00	0.00	0.00
”¢3-2-B2	201309	25.90	308.59	20.96	3.8811	0.0798 	0.0062 	0.0010 	1.39	0.00	0.00	0.00
”¢3-2-B3	201309	21.75	282.34	24.86	3.0411	0.0669 	0.0058 	0.0008 	1.10	0.00	0.00	0.00
”¢3-2-B5	201309	29.79	304.62	12.85	3.7440	0.0594 	0.0032 	0.0008 	0.99	0.00	0.00	0.00
”¢3-2-B6	201309	8.00	1.27	0.37	0.0817	0.0024 	0.0006 	0.0003 	8.00	1.70	0.00	0.00
”¢3-3-B5	201309	0.00	0.00	0.00	0.0000	0.0045 	0.0007 	0.0013 	0.00	0.00	0.00	0.00
”¢3-3-B6	201309	0.00	0.00	0.00	0.0000	0.0470 	0.0018 	0.0032 	0.00	0.00	0.00	0.00
”¢3-4-A5	201309	29.83	241.21	8.78	3.5453	0.0595 	0.0026 	0.0010 	1.08	0.00	0.00	0.00
”¢3-4-A6	201309	0.00	0.00	0.00	0.0000	0.0000 	0.0000 	0.0000 	0.00	0.00	0.00	0.00
”¢3-4-B1	201309	29.63	434.83	32.91	3.6722	0.0976 	0.0048 	0.0012 	1.36	0.00	0.00	0.00
”¢3-4-B2	201309	29.88	314.85	23.08	5.2255	0.0697 	0.0073 	0.0013 	1.22	0.00	0.00	0.00
”¢3-4-B3	201309	27.67	363.42	31.55	3.2706	0.0987 	0.0080 	0.0012 	1.16	0.00	0.00	0.00
”¢3-4-B4	201309	29.88	330.48	18.94	3.6365	0.0863 	0.0042 	0.0009 	1.36	0.00	0.00	0.00
”¢3-6-A3	201309	18.67	224.70	12.75	3.2666	0.0225 	0.0013 	0.0003 	6.82	1.37	0.00	0.00
”¢3-6-A4	201309	18.67	111.46	10.61	3.4768	0.0111 	0.0011 	0.0003 	1.66	0.00	0.00	0.00
”¢3-6-A5	201309	18.67	67.32	7.10	5.6955	0.0067 	0.0007 	0.0006 	3.16	0.00	0.00	0.00
”¢3-6-B1	201309	18.67	135.37	10.08	2.1644	0.0135 	0.0010 	0.0002 	4.08	1.52	0.00	0.00
”¢3-6-B2	201309	16.67	121.04	9.68	2.6670	0.0121 	0.0010 	0.0003 	3.02	0.00	0.00	0.00
”¢3-8-A5	201309	29.83	291.06	22.53	5.2337	0.0605 	0.0062 	0.0010 	1.03	0.00	0.00	0.00
”¢31-4-A6	201309	12.92	101.61	10.44	0.3355	0.0129 	0.0020 	0.0001 	1.51	0.00	0.00	0.00
”¢31-4-B1	201309	27.63	414.77	15.26	5.2268	0.0477 	0.0019 	0.0006 	3.67	1.70	0.00	0.00
”¢31-4-B2	201309	29.92	88.20	6.59	4.2734	0.0106 	0.0014 	0.0005 	1.30	0.00	0.00	0.00
”¢31-4-B3	201309	29.92	268.65	12.06	4.6198	0.0269 	0.0012 	0.0005 	1.36	0.00	0.00	0.00
”¢31-4-B4	201309	29.92	353.67	19.83	4.3946	0.0389 	0.0024 	0.0005 	1.20	0.00	0.00	0.00
”¢31-6-A5	201309	29.83	121.31	11.96	3.4859	0.0254 	0.0022 	0.0007 	0.60	0.00	0.00	0.00
”¢31-6-B1	201309	30.00	433.50	20.44	2.5730	0.0856 	0.0036 	0.0007 	6.07	1.57	0.00	0.00
”¢33-2-B3	201309	19.25	230.29	22.44	1.7442	0.0230 	0.0022 	0.0002 	4.01	1.05	0.00	0.00
”¢33-2-B5	201309	19.46	284.28	36.44	1.5814	0.0284 	0.0036 	0.0002 	1.89	0.00	0.00	0.00
”¢5-3-B5	201309	0.00	0.00	0.00	0.0000	0.0025 	0.0000 	0.0002 	0.00	0.00	0.00	0.00
”¢5-3-B6	201309	0.00	0.00	0.00	0.0000	0.0000 	0.0000 	0.0000 	0.00	0.00	0.00	0.00
”¢5-4-A5	201309	0.25	3.36	0.21	0.1768	0.0089 	0.0015 	0.0003 	0.00	0.00	0.00	0.00
”¢5-4-A6	201309	0.00	0.00	0.00	0.0000	0.0077 	0.0018 	0.0006 	0.00	0.00	0.00	0.00
”¢5-4-B1	201309	6.00	62.10	10.26	0.5523	0.0062 	0.0010 	0.0001 	1.83	0.00	0.00	0.00
”¢5-4-B2	201309	10.17	107.87	17.86	0.8160	0.0291 	0.0039 	0.0003 	2.62	0.00	0.00	0.00
”¢5-4-B3	201309	13.13	159.40	22.47	1.1779	0.0316 	0.0052 	0.0003 	0.97	0.00	0.00	0.00
”¢5-4-B4	201309	15.17	173.72	12.92	1.7485	0.0314 	0.0057 	0.0004 	0.00	0.00	0.00	0.00
”¢5-5-B6	201309	29.92	99.90	3.98	1.9601	0.0221 	0.0017 	0.0008 	1.12	0.00	0.00	0.00
”¢5-6-A3	201309	29.92	360.63	17.57	3.7185	0.0619 	0.0034 	0.0006 	1.63	1.15	0.00	0.00
”¢5-6-A5	201309	0.00	0.00	0.00	0.0000	0.0087 	0.0008 	0.0010 	0.00	0.00	0.00	0.00
”¢5-6-B1	201309	0.00	0.00	0.00	0.0000	0.0319 	0.0027 	0.0003 	0.00	0.00	0.00	0.00
”¢5-6-B2	201309	17.75	199.77	9.09	2.8320	0.0637 	0.0081 	0.0007 	3.14	1.63	0.00	0.00
”¢5-8-A3	201309	29.88	426.01	28.21	5.2811	0.3151 	0.0166 	0.0018 	1.97	1.25	0.00	0.00
”¢7-1-B3	201309	29.83	310.44	11.84	4.3437	0.1898 	0.0064 	0.0031 	1.03	0.00	0.00	0.00
”¢7-1-B5	201309	29.83	292.83	17.97	4.1307	0.1814 	0.0048 	0.0028 	1.03	0.00	0.00	0.00
”¢7-1-B6	201309	29.83	184.61	9.18	3.9212	0.1546 	0.0042 	0.0067 	1.33	0.00	0.00	0.00
”¢7-2-B2	201309	7.38	104.85	3.86	0.2738	0.0211 	0.0016 	0.0001 	1.43	0.00	0.00	0.00
”¢7-2-B4	201309	7.38	79.22	6.03	1.1024	0.0128 	0.0016 	0.0002 	1.38	0.00	0.00	0.00
”¢7-2-B5	201309	21.33	255.59	14.09	3.3606	0.0314 	0.0030 	0.0004 	1.25	0.00	0.00	0.00
”¢7-3-B5	201309	0.00	0.00	0.00	0.0000	0.0116 	0.0008 	0.0012 	0.00	0.00	0.00	0.00
”¢7-3-B6	201309	0.00	0.00	0.00	0.0000	0.0464 	0.0166 	32.4864 	0.00	0.00	0.00	0.00
”¢7-4-A6	201309	1.96	6.07	3.09	0.5933	0.0006 	0.0003 	0.0001 	9.50	7.00	0.00	0.00
”¢7-4-B1	201309	10.25	244.70	19.16	2.1504	0.0245 	0.0019 	0.0002 	2.98	0.00	0.00	0.00
”¢7-4-B2	201309	10.25	129.17	10.41	2.6220	0.0129 	0.0010 	0.0003 	2.13	0.00	0.00	0.00
”¢7-4-B3	201309	10.25	218.07	17.14	1.9356	0.0218 	0.0017 	0.0002 	4.88	0.00	0.00	0.00
”¢7-4-B4	201309	10.25	18.52	5.42	2.4871	0.0019 	0.0005 	0.0002 	0.39	0.00	0.00	0.00
”¢7-6-A3	201309	29.50	296.06	26.61	3.6066	0.1196 	0.0061 	0.0016 	1.03	0.00	0.00	0.00
”¢7-6-A4	201309	0.00	0.00	0.00	0.0000	0.0026 	0.0005 	0.0000 	0.00	0.00	0.00	0.00
”¢7-6-A5	201309	17.63	75.66	5.99	2.2272	0.0640 	0.0051 	0.0012 	1.03	0.00	0.00	0.00
”¢7-6-B1	201309	11.79	154.68	29.07	1.0676	0.1599 	0.0112 	0.0013 	0.99	0.00	0.00	0.00
”¢7-6-B2	201309	17.92	170.98	21.76	1.6939	0.0171 	0.0022 	0.0002 	3.17	0.00	0.00	0.00
”¢7-6-B3	201309	1.00	12.61	0.62	0.1653	0.0616 	0.0039 	0.0010 	1.11	0.00	0.00	0.00
”¢7-8-A4	201309	29.88	184.74	6.82	1.1368	0.1162 	0.0052 	0.0014 	0.49	0.00	0.00	0.00
”¢9-1-B3	201309	0.00	0.00	0.00	0.0000	0.0688 	0.0382 	0.0012 	0.00	0.00	0.00	0.00
”¢9-1-B4	201309	0.00	0.00	0.00	0.0000	0.0902 	0.0029 	0.0012 	0.00	0.00	0.00	0.00
”¢9-1-B5	201309	0.00	0.00	0.00	0.0000	0.0552 	0.0023 	0.0012 	0.00	0.00	0.00	0.00
”¢9-1-B6	201309	0.00	0.00	0.00	0.0000	0.0419 	0.0055 	0.0009 	0.00	0.00	0.00	0.00
”¢9-2-A6	201309	29.92	111.95	9.36	2.4039	0.0112 	0.0009 	0.0002 	1.01	0.00	0.00	0.00
”¢9-2-B2	201309	29.92	447.52	33.98	3.1805	0.1548 	0.0118 	0.0014 	1.44	0.00	0.00	0.00
”¢9-2-B3	201309	29.92	223.96	8.32	2.0759	0.1084 	0.0062 	0.0011 	1.05	0.00	0.00	0.00
”¢9-2-B4	201309	29.92	292.26	13.98	2.7984	0.1269 	0.0070 	0.0015 	1.08	0.00	0.00	0.00
”¢9-2-B5	201309	29.92	223.28	8.19	2.4594	0.1273 	0.0042 	0.0012 	1.05	0.00	0.00	0.00
”¢9-3-B5	201309	1.02	3.47	0.08	0.0995	0.0123 	0.0007 	0.0013 	0.40	0.00	0.00	0.00
”¢9-3-B6	201309	23.83	101.94	10.45	2.0640	0.0658 	0.0026 	0.0020 	0.95	0.00	0.00	0.00
”¢9-6-A1	201309	27.50	333.12	17.53	2.2479	0.0333 	0.0018 	0.0002 	4.65	0.00	0.00	0.00
”¢9-6-A2	201309	26.67	376.51	46.56	3.1824	0.0377 	0.0047 	0.0003 	5.10	0.00	0.00	0.00
”¢9-6-A3	201309	27.50	304.27	15.98	3.1603	0.0304 	0.0016 	0.0003 	6.29	0.00	0.00	0.00
”¢9-6-A6	201309	25.83	283.44	12.79	3.8762	0.0283 	0.0013 	0.0004 	5.04	0.00	0.00	0.00
”¢9-8-A1	201309	9.75	179.18	33.71	3.5013	0.0179 	0.0034 	0.0004 	3.10	0.00	0.00	0.00
”¢9-8-A3	201309	9.75	64.83	28.25	5.1854	0.0065 	0.0028 	0.0005 	4.93	0.00	0.00	0.00
